ZIP,latitude,longitude
94531,37.965766,-121.775821
22015,38.787694,-77.278769
12065,42.852284,-73.785597
11003,40.699176,-73.706166
75019,32.963417,-96.984664
85205,33.43242,-111.718512
07726,40.282353,-74.346564
94804,37.915484,-122.337828
23451,36.865126,-76.005827
76065,32.469436,-96.99067
30102,34.110194,-84.631394
14075,42.712657,-78.834708
37343,35.166587,-85.212257
11757,40.689009,-73.37335
96822,21.320208,-157.810759
77389,30.123469,-95.517064
79705,32.051161,-102.059536
43016,40.097462,-83.150204
80537,40.362722,-105.176608
89139,36.03467,-115.211648
80126,39.540594,-104.95864
29621,34.506942,-82.604736
92109,32.786772,-117.234207
33914,26.554392,-82.020944
30152,33.991564,-84.64687
80526,40.51886,-105.143219
98801,47.423594,-120.336633
99654,61.449184,-149.900528
75050,32.773069,-97.005227
38016,35.18086,-89.759838
44691,40.805707,-81.982477
29466,32.877758,-79.792013
73012,35.66034,-97.58951
14120,43.079176,-78.842777
95831,38.495787,-121.530256
27613,35.926102,-78.711414
79423,33.439985,-101.855477
93455,34.831792,-120.433509
75189,32.94205,-96.311669
92506,33.934328,-117.367312
92374,34.067146,-117.171885
97756,44.283326,-121.216724
10019,40.765829,-73.987341
54915,44.243351,-88.355904
48307,42.659316,-83.122679
33076,26.316828,-80.276873
28451,34.234144,-78.094463
48038,42.606198,-82.937473
80550,40.481949,-104.904757
48111,42.177312,-83.488444
94605,37.761408,-122.150198
15237,40.549891,-80.043883
20109,38.793898,-77.530962
56560,46.842681,-96.728962
30736,34.904276,-85.135781
02128,42.361519,-71.007393
01970,42.527624,-70.86987
33029,25.974581,-80.420088
97202,45.482541,-122.643935
60047,42.200848,-88.046408
06492,41.462725,-72.805069
55117,45.003562,-93.09128
27604,35.822921,-78.562045
77055,29.796871,-95.49165
80239,39.787628,-104.838551
55119,44.937421,-93.007402
96003,40.751937,-122.230678
20001,38.910353,-77.017739
92867,33.80098,-117.843772
19403,40.148673,-75.375506
53590,43.200235,-89.205195
92688,33.619672,-117.612087
19460,40.126827,-75.530448
93552,34.570867,-118.023744
38002,35.286355,-89.700274
29715,35.011342,-80.927133
80127,39.530726,-105.164344
15317,40.276322,-80.171662
98125,47.716844,-122.298649
95628,38.652096,-121.254384
90503,33.839463,-118.353699
89015,36.039205,-114.928152
39402,31.333704,-89.419175
59718,45.576255,-111.1181
84604,40.318661,-111.576955
90032,34.078294,-118.185785
29414,32.839966,-80.089182
08844,40.497692,-74.670505
34786,28.497038,-81.542412
92802,33.808264,-117.923657
77073,30.000147,-95.400069
02135,42.349688,-71.153964
50613,42.531411,-92.485861
01453,42.519967,-71.763319
91320,34.175968,-118.945091
32526,30.499226,-87.365573
91350,34.434623,-118.500092
32724,29.057205,-81.225576
80501,40.164837,-105.103179
76262,33.009335,-97.22672
29687,34.986636,-82.327451
43551,41.517951,-83.572004
60201,42.056214,-87.692402
85298,33.241886,-111.725677
78634,30.560604,-97.54626
90815,33.794348,-118.116391
94403,37.538449,-122.305447
80401,39.718872,-105.235342
63304,38.703508,-90.667522
23323,36.696975,-76.379925
20170,38.979842,-77.37975
84045,40.336491,-111.91119
85086,33.816137,-112.119971
77339,30.046777,-95.221022
78209,29.488906,-98.456235
99205,47.696825,-117.444879
30120,34.167881,-84.85201
19426,40.191299,-75.437052
45036,39.443045,-84.216366
11365,40.739634,-73.79449
46038,39.966704,-86.017173
95765,38.818602,-121.278093
20706,38.96588,-76.851092
48310,42.563435,-83.068397
32566,30.435605,-86.879415
89178,35.997648,-115.286053
08902,40.439159,-74.484398
91748,33.974883,-117.900676
33155,25.736887,-80.310768
97219,45.454231,-122.698526
85382,33.654291,-112.249474
30294,33.636692,-84.264986
52402,42.023172,-91.659613
63017,38.656285,-90.541867
74014,36.054619,-95.679758
14450,43.092445,-77.420338
30126,33.815023,-84.553798
77365,30.110349,-95.268661
21042,39.277181,-76.894602
94121,37.776769,-122.494707
18974,40.217062,-75.072803
33418,26.872713,-80.165712
19145,39.909582,-75.198405
21220,39.34728,-76.39008
29708,35.048227,-80.986659
46140,39.801973,-85.772071
20120,38.852046,-77.470714
94066,37.625101,-122.433612
28115,35.575405,-80.774921
32073,30.169821,-81.739144
94010,37.57028,-122.365778
99362,46.101061,-118.313625
38125,35.025911,-89.788637
15108,40.500472,-80.201802
60089,42.167231,-87.964063
76123,32.619344,-97.393958
46237,39.67189,-86.074788
30038,33.66646,-84.139855
52302,42.065415,-91.560853
23602,37.113416,-76.517947
20164,39.013299,-77.395067
60540,41.76467,-88.145428
11580,40.6749,-73.702154
70810,30.345423,-91.094293
11217,40.682306,-73.978099
11756,40.724512,-73.516326
17050,40.24799,-77.02737
97701,44.113472,-121.206012
90278,33.873228,-118.370368
29461,33.159784,-80.007539
94116,37.745399,-122.486065
46112,39.86391,-86.382425
46383,41.463591,-87.008254
11743,40.883412,-73.423563
23832,37.38785,-77.592108
46123,39.764437,-86.403388
90045,33.942387,-118.416062
54701,44.751984,-91.514998
11040,40.745347,-73.680292
11357,40.785129,-73.810037
11228,40.616698,-74.013066
91360,34.212718,-118.882132
39564,30.40477,-88.771229
93637,36.918079,-120.185933
77304,30.32776,-95.516045
32224,30.270438,-81.467894
07307,40.75088,-74.056854
80602,39.966162,-104.908888
64118,39.212864,-94.573951
11367,40.730145,-73.82703
78006,29.85855,-98.703353
28214,35.276005,-80.967658
92821,33.927561,-117.887086
98503,47.023348,-122.793538
85209,33.375403,-111.639906
89014,36.061719,-115.05806
95407,38.394514,-122.744328
32404,30.204646,-85.501746
84009,,
60188,41.915737,-88.129434
78230,29.546515,-98.557207
89183,35.995845,-115.157617
98036,47.809708,-122.280394
60659,41.991488,-87.703986
98122,47.611038,-122.292049
10801,40.91757,-73.784858
98058,47.442737,-122.123973
84118,40.653517,-112.013408
11421,40.694062,-73.858626
60446,41.631686,-88.109354
76522,31.219045,-97.968224
48183,42.131459,-83.217792
60103,41.980516,-88.204749
37221,36.051294,-86.968798
11801,40.762304,-73.524452
32257,30.189355,-81.612466
75087,32.942177,-96.452525
70433,30.462717,-90.140504
21703,39.367031,-77.473482
95621,38.69573,-121.308284
73170,35.325285,-97.552201
63122,38.58119,-90.417981
40299,38.151687,-85.517172
60543,41.668264,-88.322786
91739,34.172754,-117.521243
10305,40.596549,-74.075779
91016,34.1528,-118.000482
93454,34.923013,-120.259463
99504,61.2046,-149.746095
97230,45.557757,-122.505268
95835,38.670649,-121.525983
01420,42.584925,-71.816862
92591,33.535237,-117.104864
60062,42.126279,-87.845088
01915,42.570442,-70.867693
98059,47.499429,-122.110157
30189,34.124224,-84.570679
14150,42.998084,-78.878256
08724,40.086235,-74.11085
94578,37.70643,-122.125303
85143,33.158652,-111.519041
12603,41.675868,-73.864484
40291,38.130795,-85.583674
07666,40.890317,-74.011478
30005,34.08905,-84.217019
01085,42.153503,-72.771602
99206,47.629296,-117.254657
30180,33.718878,-84.918801
60652,41.747932,-87.714795
43017,40.110682,-83.129049
11222,40.72779,-73.947605
17055,40.183057,-77.005221
83704,43.627161,-116.287653
06484,41.304577,-73.139215
01752,42.349617,-71.547214
46385,41.460523,-87.129785
90275,33.753134,-118.367973
11412,40.698096,-73.75899
21701,39.443596,-77.332894
90501,33.833744,-118.314022
80601,39.962169,-104.807922
96786,21.56406,-157.979307
72756,36.322984,-93.975926
42104,36.876864,-86.45119
29650,34.897991,-82.258012
80249,39.854746,-104.695804
01801,42.488703,-71.154383
32571,30.673287,-87.19585
89141,35.98841,-115.207056
23059,37.702252,-77.573995
94534,38.24495,-122.134932
94521,37.956012,-121.956192
02130,42.309174,-71.113835
14224,42.837759,-78.747821
06082,41.983993,-72.555553
94901,37.978138,-122.497591
89081,36.258477,-115.107492
30078,33.861019,-84.017993
77075,29.62042,-95.268939
90242,33.921793,-118.140588
10573,41.015742,-73.677303
85226,33.252224,-112.010313
54313,44.583773,-88.115037
85374,33.640404,-112.374614
97302,44.903098,-123.064519
20785,38.918291,-76.881948
80221,39.81602,-105.011552
91789,34.018195,-117.854821
91942,32.777999,-117.021511
33905,26.667732,-81.76395
98031,47.405479,-122.195772
78154,29.547147,-98.262605
60707,41.921853,-87.807282
95129,37.305743,-122.000927
43110,39.826682,-82.800074
97303,45.030354,-123.023689
75077,33.081178,-97.060925
52722,41.570155,-90.470122
60025,42.07471,-87.818574
21045,39.206042,-76.828234
39047,32.420973,-89.945744
19146,39.939496,-75.184146
37363,35.107176,-85.063064
08012,39.783815,-75.056068
28079,35.114666,-80.600597
96740,19.75682,-155.919968
55113,45.012196,-93.151186
98006,47.557627,-122.151005
33014,25.903098,-80.302673
70605,30.129276,-93.273527
60462,41.62516,-87.832931
92307,34.571231,-117.133092
76039,32.860285,-97.086028
98033,47.675982,-122.193578
41017,39.029195,-84.562134
11106,40.762211,-73.931528
10583,40.988647,-73.788879
98087,47.860067,-122.267267
48170,42.367689,-83.534306
07032,40.752332,-74.123093
91311,34.292495,-118.602424
32258,30.140712,-81.551712
08094,39.650601,-74.959311
89521,39.385322,-119.69207
33624,28.080255,-82.528248
92806,33.83796,-117.870494
76226,33.114714,-97.173909
96701,21.406053,-157.884952
77354,30.216858,-95.647214
95826,38.543848,-121.378284
29412,32.711919,-79.952176
27612,35.855753,-78.707038
18017,40.659957,-75.387306
85044,33.343013,-112.020221
32955,28.296697,-80.725043
08857,40.392789,-74.330397
65109,38.573072,-92.278729
76248,32.924955,-97.230259
44118,41.502337,-81.556571
78132,29.758817,-98.191068
77049,29.832928,-95.14904
32065,30.152238,-81.797016
98277,48.316895,-122.622743
83687,43.609972,-116.529149
11704,40.717504,-73.358203
17403,39.923228,-76.712794
46368,41.59082,-87.180707
94025,37.456392,-122.173601
30014,33.580062,-83.823102
33071,26.245781,-80.267366
95833,38.619049,-121.517552
21157,39.548569,-76.983558
77382,30.195137,-95.547917
77008,29.798249,-95.416933
46033,39.979283,-86.085557
88220,32.311474,-104.431928
98032,47.391942,-122.257192
94134,37.721046,-122.413555
79762,31.925286,-102.357886
20748,38.814868,-76.933447
29803,33.490342,-81.762819
45385,39.669076,-83.913955
44124,41.500022,-81.465036
98584,47.239715,-123.152287
40229,38.089498,-85.653882
83815,47.726282,-116.789948
30269,33.391887,-84.570656
29710,35.106284,-81.221471
01604,42.253485,-71.767932
49426,42.863317,-85.887576
85251,33.493513,-111.919239
90806,33.805401,-118.187701
58078,46.8625,-96.924088
55016,44.817691,-92.934622
07731,40.149537,-74.203987
34120,26.326101,-81.570093
95691,38.627951,-121.593287
79707,32.042554,-102.204703
22801,38.403575,-78.874328
90802,33.748896,-118.204017
85260,33.610739,-111.891472
95050,37.351143,-121.95231
48047,42.673906,-82.774086
98198,47.391319,-122.314971
10301,40.627505,-74.094377
07024,40.85064,-73.971007
01702,42.282379,-71.436623
98290,47.955367,-121.978502
70003,30.001164,-90.209724
11231,40.677916,-74.005154
49341,43.124135,-85.490928
02908,41.839825,-71.436794
12866,43.073715,-73.740236
44720,40.903454,-81.433282
21236,39.388231,-76.483685
17042,40.294952,-76.424805
32909,27.919258,-80.644232
02139,42.362986,-71.103353
95132,37.427519,-121.751106
85043,33.431905,-112.196998
07712,40.249708,-74.053706
80017,39.697928,-104.78546
21244,39.335005,-76.776706
10021,40.769224,-73.958741
23321,36.800398,-76.421152
60193,42.009371,-88.096725
47630,37.952897,-87.34647
02150,42.396824,-71.031348
27560,35.8576,-78.827114
20743,38.88423,-76.893317
98004,47.618337,-122.205341
94583,37.755504,-121.973009
89128,36.196814,-115.264364
08820,40.576806,-74.36575
90604,33.927691,-118.013828
70508,30.155238,-92.028225
08080,39.757353,-75.122043
93711,36.834412,-119.833269
26508,39.602633,-79.895396
90808,33.823943,-118.111335
46062,40.06129,-86.055942
75069,33.178236,-96.590218
95382,37.527558,-120.851106
84037,41.026669,-111.950558
92037,32.856347,-117.250058
32034,30.606044,-81.496098
29456,32.985877,-80.11544
80014,39.663499,-104.838177
94118,37.780093,-122.462605
59715,45.825929,-110.898032
97478,44.089122,-122.842278
40245,38.267561,-85.446172
60565,41.730729,-88.124336
94611,37.82935,-122.203507
30215,33.391613,-84.456432
92394,34.556111,-117.353632
60068,42.011762,-87.843434
21060,39.17364,-76.577642
90605,33.950295,-118.024352
95688,38.408571,-122.022775
84121,40.616981,-111.686812
85392,33.47758,-112.308889
70001,29.983723,-90.167237
80210,39.676626,-104.962315
77377,30.061727,-95.681504
21401,38.987941,-76.552716
80524,40.646854,-105.029519
92883,33.748086,-117.468037
20877,39.140601,-77.19206
77489,29.600498,-95.515537
30338,33.946218,-84.318119
60110,42.114179,-88.293036
37922,35.860496,-84.100535
91401,34.178483,-118.431791
11101,40.74756,-73.938942
92102,32.716222,-117.11705
53051,43.159411,-88.121548
85027,33.679761,-112.092529
98026,47.840735,-122.33266
28226,35.102697,-80.822129
17404,40.002636,-76.773535
17112,40.373989,-76.770206
60107,42.020586,-88.177771
95993,39.082497,-121.680114
84088,40.595161,-111.96092
21093,39.43914,-76.64095
46168,39.685149,-86.392928
85340,33.515573,-112.413613
60504,41.747447,-88.238628
11561,40.589081,-73.648178
28562,35.080979,-77.125033
24018,37.213055,-80.041739
14624,43.1283,-77.731411
60563,41.790145,-88.203829
30328,33.932538,-84.385947
07011,40.878256,-74.144073
85132,32.926956,-111.214093
84067,41.17105,-112.048138
75206,32.831279,-96.771191
95695,38.687045,-121.857077
90036,34.07041,-118.350411
02184,42.206188,-71.00232
60137,41.865213,-88.061479
19147,39.935327,-75.152489
94606,37.791887,-122.245334
94551,37.750512,-121.749249
48430,42.758215,-83.743683
30084,33.854097,-84.216155
55369,45.12745,-93.445395
29615,34.856825,-82.296139
85395,33.478693,-112.395249
36330,31.305932,-85.864054
22033,38.875218,-77.384713
46217,39.674631,-86.191451
17011,40.23483,-76.928846
97128,45.211917,-123.282091
91701,34.137633,-117.600009
98604,45.805756,-122.510771
40165,37.973136,-85.671947
44224,41.176261,-81.436523
11105,40.778971,-73.90625
98030,47.367214,-122.198051
85396,33.527803,-112.701269
29063,34.137162,-81.202313
11722,40.783056,-73.194911
01545,42.284767,-71.714228
08807,40.592434,-74.61884
22201,38.886566,-77.09524
77065,29.92647,-95.603801
37209,36.185247,-86.948521
38018,35.138613,-89.766424
60090,42.129614,-87.921503
19808,39.737615,-75.667057
33908,26.512151,-81.981407
77066,29.957224,-95.503319
30542,34.179847,-83.910081
92253,33.646083,-116.275297
11779,40.812958,-73.11449
85018,33.505956,-111.985386
24153,37.302506,-80.114325
30265,33.418686,-84.713164
84095,40.557559,-111.978766
95126,37.326773,-121.916746
19063,39.922229,-75.414058
76001,32.631994,-97.150534
80920,38.957606,-104.770785
20111,38.748968,-77.427873
84129,,
37076,36.145176,-86.576636
60067,42.106323,-88.064337
33813,27.968975,-81.935648
21208,39.386425,-76.721146
95120,37.185746,-121.842738
89012,36.011946,-115.04395
02138,42.379637,-71.135152
33309,26.18599,-80.172721
72712,36.346815,-94.256507
02136,42.255083,-71.12922
21113,39.054201,-76.724624
75075,33.021268,-96.741558
77535,30.054844,-94.922316
98662,45.688491,-122.577844
94954,38.23501,-122.557369
95973,39.89163,-121.841931
21014,39.536084,-76.352184
92083,33.197856,-117.248146
82001,41.092356,-104.936269
98513,46.976955,-122.7339
23231,37.442204,-77.314931
20735,38.750917,-76.902669
20747,38.854991,-76.883313
98908,46.615206,-120.724113
39042,32.197671,-89.894896
76180,32.840011,-97.225295
75032,32.857112,-96.43121
32817,28.59102,-81.244637
55311,45.106403,-93.497029
98038,47.419378,-121.958008
33437,26.512045,-80.148962
85233,33.353505,-111.811432
11378,40.724744,-73.909639
23831,37.346253,-77.450566
21784,39.401084,-76.973736
37086,36.022237,-86.559384
07109,40.793481,-74.161159
11433,40.698151,-73.786912
91776,34.090776,-118.095091
96782,21.417374,-157.936867
20817,38.997279,-77.151816
93021,34.303596,-118.889583
23111,37.613551,-77.243019
35226,33.399158,-86.845896
98366,47.541253,-122.577029
77571,29.688455,-95.05738
03103,42.950906,-71.44656
77024,29.772179,-95.514203
75248,32.969699,-96.797334
84057,40.31428,-111.7104
46835,41.152961,-85.040749
54311,44.480319,-87.892082
43040,40.260609,-83.359022
94117,37.769436,-122.447662
22701,38.438777,-77.996261
30087,33.805802,-84.126929
91752,33.996484,-117.531335
84107,40.658037,-111.884447
92054,33.195534,-117.354538
94044,37.606598,-122.47723
91711,34.128066,-117.714773
20155,38.810375,-77.619362
91763,34.072359,-117.698329
94555,37.547596,-122.098218
60451,41.507647,-87.961089
83501,46.20873,-116.913719
33543,28.212909,-82.296386
92672,33.424093,-117.606739
64068,39.258315,-94.389653
85248,33.214955,-111.869973
93245,36.29227,-119.829463
80211,39.767444,-105.019736
85203,33.450359,-111.802894
45458,39.602396,-84.156357
51503,41.22322,-95.784481
80906,38.752594,-104.878211
92065,33.053006,-116.850651
78260,29.697453,-98.486728
11379,40.716753,-73.879598
21144,39.120916,-76.677321
94061,37.461147,-122.236948
20901,39.021495,-77.009779
85213,33.448733,-111.769015
95404,38.525733,-122.690443
29349,35.067335,-82.068095
89113,36.061158,-115.263513
48178,42.443769,-83.656913
28411,34.301829,-77.793066
98002,47.308286,-122.216812
45373,40.032528,-84.194575
55110,45.089912,-93.005988
92807,33.848733,-117.788357
84403,41.214976,-111.889608
89002,35.998585,-114.961711
19083,39.977025,-75.312066
60031,42.373189,-87.939664
07753,40.214893,-74.078907
60101,41.931401,-88.012623
92706,33.765897,-117.882224
89523,39.526588,-119.915765
21075,39.203083,-76.750721
60060,42.270125,-88.039327
36532,30.480713,-87.861307
10026,40.80238,-73.952681
80516,40.05344,-105.021444
89084,36.296905,-115.174104
06460,41.21892,-73.052454
58503,46.90412,-100.750302
17402,39.958485,-76.65866
91326,34.281775,-118.555697
53066,43.112853,-88.490036
91601,34.1692,-118.372269
19128,40.048483,-75.227934
33317,26.1126,-80.227875
32084,29.918419,-81.367545
55407,44.935036,-93.253029
44122,41.469472,-81.512415
48105,42.327634,-83.696444
92337,34.04981,-117.470609
61704,40.471127,-88.944538
33134,25.753332,-80.270379
06611,41.267861,-73.213691
22901,38.087705,-78.552744
33909,26.693201,-81.945126
48154,42.397183,-83.372319
84123,40.658896,-111.921628
37312,35.232461,-84.879821
86004,35.380939,-111.373463
32904,28.063974,-80.676411
98056,47.512527,-122.190248
06824,41.173039,-73.280818
80128,39.564053,-105.078838
85016,33.51339,-112.029228
60133,41.977842,-88.143199
95401,38.449137,-122.793752
60441,41.593049,-88.051567
72023,34.964339,-92.063643
45103,39.09713,-84.133354
40515,37.917671,-84.391441
55423,44.874354,-93.282445
92508,33.891154,-117.326751
35244,33.352918,-86.825333
50266,41.570085,-93.798416
94520,37.995527,-122.041012
90049,34.09254,-118.491064
92596,33.668913,-117.047314
01852,42.632978,-71.295616
44094,41.610724,-81.379324
80112,39.57707,-104.857978
92869,33.80845,-117.791737
55024,44.627069,-93.124971
45342,39.629338,-84.275969
30092,33.972386,-84.231986
99508,61.2014,-149.817502
02127,42.334992,-71.039093
97222,45.440949,-122.618111
99352,46.251843,-119.290272
29407,32.79893,-79.997803
30028,34.293159,-84.175907
35216,33.419246,-86.789433
22031,38.85892,-77.260273
84047,40.61523,-111.89075
20740,39.002745,-76.931721
18951,40.452964,-75.348855
20707,39.09917,-76.879786
93657,36.816858,-119.458702
22079,38.674606,-77.209739
01760,42.284822,-71.348811
11358,40.760473,-73.796372
98684,45.630556,-122.514839
53154,42.878693,-87.898676
02302,42.088907,-70.998375
80104,39.301907,-104.818104
20152,38.919473,-77.50236
76904,31.271515,-100.400625
94603,37.736536,-122.179442
28278,35.133373,-81.008837
11364,40.745293,-73.760583
55082,45.07313,-92.839684
33410,26.845662,-80.08735
91001,34.194489,-118.138263
33884,27.97917,-81.673089
60477,41.572143,-87.78925
02864,41.96746,-71.420572
80031,39.873936,-105.038792
02920,41.767344,-71.465508
20723,39.137678,-76.867942
80220,39.73382,-104.916568
78723,30.304269,-97.685713
11418,40.700203,-73.836012
99507,61.147656,-149.753642
60074,42.131462,-88.026329
33594,27.940934,-82.242479
95667,38.734925,-120.789952
78232,29.588638,-98.474585
63011,38.604538,-90.560288
44039,41.386317,-82.022821
28104,35.060568,-80.692836
94124,37.728895,-122.382779
80503,40.169014,-105.210376
91362,34.193336,-118.818692
20003,38.88184,-76.99094
92551,33.88274,-117.224878
83706,43.591762,-116.195289
95377,37.674004,-121.516857
06040,41.761415,-72.525608
46220,39.867114,-86.108848
62025,38.831381,-89.932884
23060,37.659664,-77.533827
77009,29.795344,-95.36759
40511,38.141016,-84.461618
19606,40.338916,-75.857079
22405,38.313604,-77.403928
33040,24.560908,-81.889478
78717,30.489544,-97.753842
75081,32.948918,-96.709719
95062,36.970518,-121.987466
98001,47.30968,-122.264368
60611,41.893929,-87.614497
97224,45.405503,-122.79507
93012,34.196026,-118.992531
18966,40.188468,-75.009898
97266,45.482967,-122.557619
27527,35.653948,-78.381715
28056,35.216936,-81.125003
94404,37.555999,-122.267679
80138,39.517532,-104.670911
34119,26.269361,-81.713023
89011,36.083301,-114.97214
98155,47.754413,-122.300477
34638,28.256862,-82.512738
08096,39.82594,-75.126815
84663,40.165628,-111.495078
23229,37.586772,-77.574165
89509,39.497313,-119.826926
55406,44.940496,-93.22104
99223,47.589407,-117.344623
92131,32.886088,-117.086039
92831,33.879768,-117.896346
98404,47.208981,-122.411638
12590,41.592556,-73.886853
85335,33.592225,-112.327603
17111,40.267831,-76.78737
30350,33.980254,-84.330016
11554,40.720115,-73.558861
78602,30.12382,-97.32771
57702,44.048309,-103.420435
32570,30.804966,-86.967487
90621,33.874224,-117.993368
43035,40.188543,-82.995118
95121,37.304164,-121.809865
29642,34.776735,-82.563611
22314,38.806853,-77.056374
21227,39.23997,-76.67945
31324,31.850203,-81.264824
98607,45.642413,-122.379611
14086,42.909064,-78.629268
90810,33.819841,-118.222378
94401,37.576948,-122.316903
01810,42.648044,-71.161751
90505,33.807882,-118.347957
30008,33.900567,-84.590924
91104,34.165356,-118.123751
94040,37.380563,-122.085259
60030,42.337078,-88.044326
80021,39.890663,-105.113724
66048,39.28233,-94.995995
27609,35.843765,-78.633643
77079,29.776093,-95.603037
20105,38.953169,-77.603594
06614,41.232466,-73.129873
62269,38.600006,-89.915402
85297,33.277771,-111.731454
80204,39.734837,-105.020395
83634,43.455712,-116.328708
92649,33.72524,-118.051579
46131,39.473489,-86.043592
80108,39.44551,-104.853
98021,47.792567,-122.208158
76021,32.852971,-97.130443
33611,27.891345,-82.505665
33990,26.62799,-81.944774
78653,30.339695,-97.523488
75089,32.936586,-96.551566
90277,33.830006,-118.387124
91915,32.623185,-116.949053
80003,39.825417,-105.063561
46077,39.984562,-86.282625
46142,39.62181,-86.175319
11103,40.762576,-73.913457
98203,47.945519,-122.231096
82009,41.373553,-104.84281
14612,43.266333,-77.676696
02472,42.369451,-71.177925
80231,39.671475,-104.887824
57103,43.545833,-96.690132
03104,43.009552,-71.439782
53132,42.883879,-88.011548
53402,42.795888,-87.816532
29680,34.685122,-82.288811
77047,29.61065,-95.386863
65714,37.040971,-93.320743
13027,43.166437,-76.364345
29707,34.97683,-80.858182
22630,38.930914,-78.17648
22207,38.906665,-77.124238
77381,30.178248,-95.50096
11566,40.663194,-73.554014
07410,40.93583,-74.117505
89130,36.253987,-115.227108
98117,47.687761,-122.38487
95476,38.249428,-122.466627
91780,34.102077,-118.057754
91325,34.237519,-118.517712
21742,39.678219,-77.65272
33710,27.79069,-82.73077
78413,27.683192,-97.406176
46260,39.898143,-86.177595
95834,38.635212,-121.518608
98502,47.08739,-123.022009
30316,33.711546,-84.331796
20175,39.064398,-77.603768
43221,40.023112,-83.076127
48312,42.558228,-83.008926
49506,42.945748,-85.613839
95361,37.787236,-120.759278
92694,33.547233,-117.623751
28409,34.15512,-77.862161
75214,32.828494,-96.745968
85388,33.604213,-112.431618
92675,33.502107,-117.604606
93314,35.393866,-119.244846
81007,38.360042,-104.773198
22309,38.719063,-77.107104
80227,39.666287,-105.089746
78749,30.216175,-97.85583
84405,41.156796,-111.965799
91768,34.063516,-117.790379
10309,40.531346,-74.219857
55416,44.950192,-93.336326
19966,38.579422,-75.277196
30339,33.876174,-84.462357
32832,28.40318,-81.191537
53219,42.995181,-87.993688
54729,44.946356,-91.394524
97304,45.006596,-123.111691
92103,32.747416,-117.166881
92373,34.011953,-117.159699
11510,40.650127,-73.607709
98168,47.489569,-122.29996
30341,33.888505,-84.289532
08016,40.069542,-74.824301
94523,37.954163,-122.075772
92660,33.634626,-117.874882
92139,32.67991,-117.048885
34232,27.324987,-82.471714
77357,30.159433,-95.188163
85303,33.532699,-112.221063
97217,45.601815,-122.700798
28803,35.531703,-82.523021
29745,34.990875,-81.214056
19115,40.090698,-75.042868
83616,43.775558,-116.394954
02368,42.176092,-71.052043
60046,42.416323,-88.059119
84058,40.287289,-111.727793
94063,37.493306,-122.195606
80228,39.694935,-105.173187
11787,40.852924,-73.21126
33133,25.728632,-80.240995
20782,38.965875,-76.966091
93060,34.402197,-119.094893
85023,33.634118,-112.093163
22042,38.865024,-77.197125
03038,42.887613,-71.282047
55372,44.682387,-93.413588
85704,32.33942,-110.984997
90266,33.889151,-118.402127
75605,32.582243,-94.725529
80004,39.817079,-105.123703
63119,38.588466,-90.351352
36526,30.611342,-87.859926
23453,36.78349,-76.071207
53207,42.975097,-87.8989
92595,33.617835,-117.259307
97703,,
11710,40.671972,-73.531972
32812,28.483818,-81.323757
53211,43.082414,-87.881444
94588,37.793183,-121.86063
55433,45.160411,-93.314839
20886,39.188512,-77.205143
63010,38.430371,-90.3921
27332,35.384704,-79.137215
59105,45.892879,-108.497876
32086,29.766738,-81.30637
10022,40.75863,-73.967949
80911,38.752916,-104.723477
53188,43.026974,-88.295255
67846,38.034156,-100.768068
98312,47.573702,-122.786447
55109,45.014551,-93.025535
60605,41.867566,-87.617228
27302,36.141928,-79.2662
20165,39.057538,-77.392009
68116,41.299331,-96.16729
19047,40.180448,-74.912451
34683,28.087706,-82.761134
97306,44.842904,-123.094751
48124,42.298036,-83.24761
76036,32.581053,-97.419576
12020,43.001589,-73.868123
84075,41.077721,-112.075796
85048,33.312938,-112.055967
65721,36.982818,-93.209226
68046,41.121818,-96.052772
96001,40.601778,-122.454973
68123,41.101821,-95.943504
91722,34.097333,-117.906707
19154,40.096483,-74.983217
44281,41.0598,-81.740386
23116,37.675649,-77.336708
33556,28.136984,-82.588135
44145,41.449531,-81.930162
96002,40.527834,-122.318749
30094,33.612505,-84.051523
80027,39.951506,-105.15813
94608,37.836844,-122.289143
77096,29.675339,-95.479372
03301,43.238596,-71.556261
58801,48.215635,-103.749818
32309,30.56683,-84.097649
32578,30.507786,-86.448006
85020,33.566061,-112.055642
75229,32.893295,-96.864339
98229,48.696127,-122.413538
91773,34.110186,-117.81039
40220,38.216488,-85.617812
31210,32.907633,-83.735052
80205,39.758857,-104.962829
48313,42.600984,-83.003301
30248,33.351568,-84.106002
37803,35.660842,-83.981389
83607,43.709411,-116.750541
43082,40.149186,-82.884872
84106,40.706754,-111.855662
54016,44.981214,-92.694785
21136,39.483784,-76.794208
30342,33.88435,-84.374964
19087,40.061872,-75.402461
48642,43.713187,-84.236417
27545,35.7835,-78.47814
91340,34.286687,-118.43508
97211,45.581132,-122.637305
60185,41.896691,-88.211014
91941,32.759266,-116.997091
92612,33.65844,-117.826009
68022,41.280383,-96.250689
10562,41.194423,-73.825285
61008,42.24429,-88.841131
53719,43.045313,-89.515378
97086,45.445048,-122.528173
71106,32.385528,-93.736553
93555,35.606509,-117.683472
94114,37.758059,-122.435408
17522,40.173688,-76.170494
32043,29.937039,-81.732587
34209,27.505794,-82.650345
95128,37.315975,-121.936309
98445,47.139904,-122.409902
70461,30.234239,-89.715369
53142,42.518443,-87.982635
94801,37.952844,-122.381974
